x,year,date,CHW,CHW.pre,CLE,CLE.pre,DET,DET.pre,KCR,KCR.pre,MIN,MIN.pre
245,2013,2013/6/8,23735,49.16114333,18004,42.80449823,33473,74.6398787,24564,61.05891126,36967,89.33974576
246,2013,2013/6/9,31033,64.27713339,18364,43.66039799,30569,68.16438478,33830,84.09147402,33042,79.85402871
247,2013,2013/6/10,18126,37.54349627,29603,70.38111315,30005,66.90674754,20364,50.61894109,31359,75.78664991
248,2013,2013/6/25,20787,43.05509528,18106,43.04700316,36168,80.64933327,18622,46.28883917,32688,78.99850162
249,2013,2013/6/26,18249,37.79826015,30824,73.28403985,39008,86.98211658,29947,74.43947303,31430,75.95823868
250,2013,2013/6/28,28628,59.29577465,33307,79.18737072,41691,92.96481292,22207,55.20009943,33417,80.76030741
251,2013,2013/6/28,48282,100.0041425,21845,51.93647322,32525,72.52597779,15625,38.83917475,30104,72.7536372
252,2013,2013/6/29,26289,54.45111848,12803,30.43912413,34706,77.38928778,28534,70.92716878,28910,69.86804582
253,2013,2013/6/30,27032,55.990058,14853,35.31299779,38574,86.01436026,16792,41.73999503,28519,68.92309923
254,2013,2013/7/2,19746,40.89892295,17349,41.24723616,36939,82.36855015,35518,88.28734775,29571,71.46551307
255,2013,2013/7/3,26001,53.85459818,26442,62.86583771,41126,91.70494581,16606,41.27765349,35017,84.62709652
256,2013,2013/7/4,21321,44.16114333,21417,50.9189035,42508,94.78660304,17804,44.2555307,39317,95.01909227
257,2013,2013/7/8,31552,65.35211268,17143,40.75747129,41507,92.55451991,35000,86.99975143,30387,73.43757552
258,2013,2013/7/19,25613,53.05095278,40167,95.49701624,34204,76.26990144,30116,74.85955754,30003,72.50954614
259,2013,2013/7/20,27294,56.53272577,28054,66.69836666,35635,79.46082148,20513,50.98931146,35837,86.60882595
260,2013,2013/7/21,27729,57.43371997,20503,48.74586909,39496,88.07028498,16362,40.67114094,28040,67.76547924
261,2013,2013/7/22,23195,48.04266777,23640,56.20408454,37113,82.75654462,19072,47.40740741,28916,69.88254628
262,2013,2013/7/23,25919,53.68475559,13640,32.42909108,39085,87.15381528,17410,43.27616207,34232,82.72995312
263,2013,2013/7/24,26793,55.495029,14134,33.60357576,40444,90.18418588,17675,43.93487447,29619,71.58151675
264,2013,2013/7/25,30348,62.85832643,29740,70.70683056,41686,92.95366365,21474,53.37807606,29029,70.15563826
265,2013,2013/7/26,18342,37.9908865,15432,36.68956991,44061,98.24956518,21121,52.50062143,38457,92.94069312
266,2013,2013/7/27,26172,54.2087821,27419,65.18865457,41617,92.79980377,29485,73.29107631,38260,92.46459471
267,2013,2013/7/28,24079,49.87365369,24422,58.06328903,42317,94.36070107,38742,96.30126771,36280,87.67944318
268,2013,2013/8/5,27948,57.88732394,19673,46.77254464,41326,92.15091647,24935,61.98110863,38626,93.34912272
269,2013,2013/8/6,23826,49.34962717,14868,35.34866028,41880,93.38625518,15956,39.66194382,31753,76.73884673
270,2013,2013/8/7,25707,53.24565037,22258,52.91838045,40894,91.18761985,21094,52.43350733,33085,79.95794867
271,2013,2013/8/9,17439,36.12054681,20189,47.9993343,41109,91.66703831,17760,44.14615958,32789,79.24259268
272,2013,2013/8/10,24529,50.80571665,24381,57.96581156,43906,97.90393792,13060,32.46333582,35448,85.66871284
273,2013,2013/8/11,26344,54.56503728,24676,58.66717387,42513,94.79775231,13083,32.52050708,30633,74.03209435
274,2013,2013/8/12,19590,40.57580779,20169,47.95178431,37872,84.44900326,13363,33.2165051,38078,92.02474745
275,2013,2013/8/13,22292,46.17232809,25131,59.74893607,38714,86.32653971,28733,71.42182451,34780,84.05432839
276,2013,2013/8/14,20058,41.54515327,28729,68.30317872,40980,91.37938724,28023,69.65697241,30922,74.73053313
277,2013,2013/8/23,31891,66.05426678,32733,77.8226861,41850,93.31935959,19661,48.87148894,29806,72.03344773
278,2013,2013/8/24,22079,45.73115162,23433,55.71194218,41740,93.07407573,20546,51.0713398,35133,84.90743874
279,2013,2013/8/25,25960,53.76967688,23218,55.20077982,37964,84.65414976,20063,49.87074323,32851,79.39243076
280,2013,2013/8/26,13404,27.76304888,26870,63.88340743,38092,84.93957098,13638,33.90007457,28834,69.68437334
281,2013,2013/8/28,15961,33.05923778,21042,50.02734124,39653,88.42037194,13621,33.85781755,36833,89.01590217
282,2013,2013/9/9,17193,35.61101906,15020,35.71004018,34778,77.54983722,14004,34.8098434,32905,79.52293489
283,2013,2013/9/10,19172,39.71002486,9962,23.68464849,34356,76.60883914,21358,53.08973403,30913,74.70878244
284,2013,2013/9/11,15799,32.72369511,11522,27.39354747,31973,71.29509878,20402,50.71339796,27006,65.26656677
285,2013,2013/9/12,14375,29.77423364,15962,37.94964456,39212,87.43700664,16774,41.6952523,27379,66.16801199
286,2013,2013/9/13,15533,32.17274234,21453,51.00449347,37067,82.65397137,15413,38.31220482,28012,67.69781043
287,2013,2013/9/14,28024,58.04473902,13317,31.66115879,41272,92.03050439,21198,52.69202088,27044,65.35840302
288,2013,2013/9/15,18631,38.58947804,9794,23.2852286,41557,92.66601258,21837,54.28038777,32882,79.4673498
289,2013,2013/9/16,15018,31.10604805,12615,29.99215425,40389,90.06154395,36575,90.91474024,29450,71.17308715
290,2013,2013/9/17,15964,33.06545153,12085,28.7320796,41841,93.29929091,27899,69.34874472,21826,52.74783701
291,2013,2013/9/18,14520,30.07456504,12607,29.97313426,40491,90.28898898,29760,73.97464579,26017,62.87640775
292,2013,2013/9/23,19122,39.6064623,17310,41.15451368,34063,75.95549213,12087,30.04474273,24522,59.26337667
293,2013,2013/9/26,16434,34.03893952,26611,63.2676351,39076,87.1337466,13612,33.83544618,26188,63.28967084
294,2013,2013/9/27,24474,50.69179785,26168,62.21440289,36395,81.15550997,21192,52.67710664,27292,65.95775533
295,2013,2013/9/28,22235,46.05426678,21083,50.12481872,38431,85.69549124,24291,60.3803132,28541,68.97626758
296,2013,2013/9/29,22633,46.87862469,30942,73.56458477,39643,88.39807341,17710,44.02187422,27988,67.63980859
297,2014,2014/4/10,11116,23.02402651,13104,31.15475143,41772,93.14543103,10705,26.6094954,24647,59.56546957
298,2014,2014/4/11,13605,28.17937034,9029,21.4664416,41749,93.09414441,11715,29.12005966,25541,61.72603799
299,2014,2014/4/12,27332,56.61143331,41157,97.85074059,34261,76.39700308,11207,27.85732041,26517,64.08477935
300,2014,2014/4/13,14281,29.57953604,16335,38.83645182,23811,53.09503635,28021,69.65200099,24929,60.24699115
301,2014,2014/4/15,13402,27.75890638,15188,36.10946007,25990,57.95388663,22504,55.93835446,24074,58.18067572
302,2014,2014/4/16,13302,27.55178128,11716,27.85478234,36659,81.74419123,15914,39.55754412,30452,73.59466383
303,2014,2014/4/17,17454,36.15161558,10789,25.65084045,28921,64.48958659,27323,67.91697738,30935,74.7619508
304,2014,2014/4/25,17210,35.64623032,8848,21.03611422,24997,55.73964233,12455,30.95948297,35837,86.60882595
305,2014,2014/4/26,22412,46.42087821,9311,22.13689641,28514,63.5820363,25985,64.59110117,22973,55.51984146
306,2014,2014/4/28,11268,23.33885667,10440,24.82109317,26475,59.03536547,24064,59.81605767,20650,49.90574702
307,2014,2014/4/29,17023,35.25890638,15518,36.89403485,26207,58.4377648,22692,56.40566741,24338,58.81869593
308,2014,2014/5/7,21075,43.65161558,15834,37.64532465,35643,79.4786603,16462,40.91971166,23963,57.91241723
309,2014,2014/5/8,26332,54.54018227,13455,31.9892537,35814,79.85996521,14900,37.03703704,20878,50.45676446
310,2014,2014/5/9,19118,39.5981773,9037,21.48546159,42312,94.3495518,17576,43.68878946,21818,52.72850307
311,2014,2014/5/10,24634,51.02319801,10742,25.53909798,40468,90.23770236,32070,79.71662938,20507,49.56015274
312,2014,2014/5/22,21677,44.8985087,13095,31.13335394,40768,90.90665834,17826,44.31021626,20698,50.02175069
313,2014,2014/5/23,27091,56.11226181,21389,50.85233352,43447,96.88043527,16220,40.31817052,27558,66.60060902
314,2014,2014/5/24,33413,69.20671085,18358,43.646133,42583,94.95384204,22126,54.99875715,28122,67.96365218
315,2014,2014/5/25,39142,81.07290804,14872,35.35817028,33488,74.6733265,24438,60.74571216,24588,59.42288172
316,2014,2014/5/26,17075,35.36661143,12709,30.21563919,32033,71.42888998,23418,58.21029083,23306,56.32461695
317,2014,2014/5/27,14237,29.48840099,13924,33.1043009,39440,87.94541319,26991,67.0917226,24165,58.40059935
318,2014,2014/5/28,14228,29.46975973,19228,45.71455743,39762,88.66342595,24614,61.18319662,25318,61.18710426
319,2014,2014/5/30,25342,52.48964374,25066,59.59439861,43359,96.68420818,25540,63.48496147,25559,61.76953937
320,2014,2014/5/31,19025,39.40555095,20174,47.96367181,33835,75.44708558,19938,49.56002983,23949,57.87858282
321,2014,2014/6/1,23185,48.02195526,16682,39.66144409,39811,88.77268876,38475,95.63758389,26802,64.77355116
322,2014,2014/6/9,18803,38.94573322,14078,33.4704358,41498,92.53445123,21640,53.79070346,29628,71.60326744
323,2014,2014/6/11,18424,38.16072908,18738,44.54958275,41462,92.45417652,23278,57.86229182,27275,65.91667069
324,2014,2014/6/12,20626,42.72162386,20209,48.04688429,31774,70.85135798,21615,53.72856078,29717,71.81835758
325,2014,2014/6/13,22773,47.16859983,14716,34.98728038,34328,76.54640325,28302,70.35048471,32511,78.57073807
326,2014,2014/6/14,24527,50.80157415,14639,34.80421293,37209,82.97061053,19776,49.15734526,30571,73.88225627
327,2014,2014/6/15,29152,60.38111019,20361,48.40826419,35715,79.63920974,35461,88.14566244,22702,54.86490406
328,2014,2014/6/17,25278,52.35708368,33545,79.75321557,42477,94.71747759,21093,52.43102163,26472,63.97602591
329,2014,2014/6/18,20059,41.54722452,40712,96.79275338,32455,72.36988806,27803,69.11011683,28170,68.07965586
330,2014,2014/7/1,20233,41.9076222,26023,61.86966549,35445,79.03714936,21775,54.12627392,31144,75.26705012
331,2014,2014/7/1,21426,44.37862469,39020,92.77002449,33908,75.60986487,31581,78.50111857,35110,84.85185364
332,2014,2014/7/2,18207,37.71126761,24481,58.20356149,40657,90.65914463,33849,84.13870246,29448,71.16825366
333,2014,2014/7/4,30297,62.75269263,16991,40.39609139,38087,84.92842171,23424,58.22520507,27732,67.02112234
334,2014,2014/7/5,23113,47.87282519,23384,55.59544471,31917,71.170227,22120,54.9838429,31576,76.31108318
335,2014,2014/7/6,23257,48.17108534,21727,51.65592829,36912,82.30834411,33460,83.17176237,32071,77.50737107
336,2014,2014/7/18,28777,59.60439105,28334,67.36406647,36462,81.30491014,29567,73.4949043,32647,78.89941515
337,2014,2014/7/19,28210,58.42999171,24652,58.61011388,42255,94.22245016,23409,58.18791946,30491,73.68891682
338,2014,2014/7/20,26256,54.38276719,23837,56.67245192,42044,93.75195112,30686,76.27641064,28533,68.95693364
339,2014,2014/7/21,18888,39.12178956,18070,42.96141319,41736,93.06515631,20747,51.57096694,23383,56.51070617
340,2014,2014/7/22,20428,42.31151616,15713,37.35764723,40032,89.26548633,24127,59.97265722,28860,69.74720866
341,2014,2014/7/23,23811,49.31855841,14863,35.33677278,37193,82.93493288,28307,70.36291325,34714,83.89482334
342,2014,2014/8/1,28060,58.11930406,16336,38.83882932,41306,92.1063194,35114,87.28312205,36952,89.30349461
343,2014,2014/8/2,27446,56.84755592,27009,64.21387984,39052,87.08023012,27359,68.00646284,36514,88.24496109
344,2014,2014/8/3,23471,48.61433306,28285,67.24756901,42811,95.46224858,21479,53.3905046,31171,75.33230219
345,2014,2014/8/4,17040,35.29411765,18422,43.79829296,41487,92.50992285,27161,67.51429282,31058,75.05921021
346,2014,2014/8/5,21827,45.20919635,18696,44.44972778,41986,93.62261963,21099,52.44593587,36117,87.28551404
347,2014,2014/8/6,18898,39.14250207,22068,52.46665557,42385,94.51233109,20569,51.12851106,26821,64.81946928
348,2014,2014/8/15,22739,47.0981773,27845,66.20146929,43833,97.74115863,31758,78.94108874,25109,60.68200493
349,2014,2014/8/16,29420,60.93620547,27881,66.28705927,41181,91.82758774,13847,34.41958737,28291,68.37208178
350,2014,2014/8/17,25761,53.35749793,22564,53.64589525,40488,90.28229942,17668,43.91747452,32952,79.63652182
351,2014,2014/8/18,17686,36.63214582,18743,44.56147025,40876,91.1474825,17219,42.801392,28728,69.42819856
352,2014,2014/8/19,13307,27.56213753,20785,49.41632391,31940,71.22151362,31341,77.90454884,27818,67.22896225
353,2014,2014/8/20,15137,31.35252693,17123,40.7099213,35722,79.65481871,35089,87.22097937,34495,83.36555658
354,2014,2014/8/26,12462,25.81193041,23296,55.38622477,27523,61.37225171,39009,96.96495153,34567,83.53956209
355,2014,2014/8/27,11976,24.8053024,9990,23.75121847,30758,68.58582705,21536,53.53218991,32013,77.36719996
356,2014,2014/8/28,13016,26.95940348,11739,27.90946482,32603,72.69990635,15771,39.20208799,35575,85.97563923
357,2014,2014/8/29,17071,35.35832643,11935,28.3754547,29751,66.3403648,28673,71.27268208,31455,76.01865726
358,2014,2014/8/30,20556,42.57663629,15531,36.92494235,38341,85.49480444,19191,47.70320656,25559,61.76953937
359,2014,2014/8/31,26336,54.54846727,17367,41.29003115,41190,91.84765642,26627,66.18692518,26358,63.70051718
360,2014,2014/9/8,15517,32.13960232,17957,42.69275576,39395,87.84506979,19065,47.39000746,28943,69.94779835
361,2014,2014/9/9,12150,25.16570008,15116,35.93828012,30758,68.58582705,21390,53.16927666,28033,67.74856204
362,2014,2014/9/10,15046,31.16404308,9489,22.5600913,33213,74.06011684,28904,71.84688044,29394,71.03774953
363,2014,2014/9/11,12314,25.50538525,12637,30.04445924,36810,82.08089908,26425,65.68481233,25110,60.68442167
364,2014,2014/9/13,20106,41.64457332,41039,97.57019567,33077,73.7568568,37945,94.32015909,25578,61.81545749
365,2014,2014/9/13,32429,67.16859983,10458,24.86388816,35178,78.44177853,37074,92.15510813,23983,57.96075209
366,2014,2014/9/14,17044,35.30240265,11735,27.89995483,38805,86.52945636,37212,92.49813572,23719,57.32273189
367,2014,2014/9/25,19587,40.56959403,13796,32.79998098,40501,90.31128752,38475,95.63758389,21778,52.63183334
368,2014,2014/9/26,27416,56.78541839,23131,54.99393738,41462,92.45417652,21640,53.79070346,21914,52.96051042
369,2014,2014/9/27,38160,79.03893952,33025,78.51691591,31774,70.85135798,23278,57.86229182,23477,56.73788003
370,2014,2014/9/28,32266,66.83098592,21400,50.87848601,34328,76.54640325,21615,53.72856078,28924,69.90188023
